actor,show_name
Troy Donahue,Nudity Required
Troy Donahue,Sexpot
Troy Donahue,Omega Cop
Troy Donahue,Cry-Baby
Troy Donahue,Click: The Calendar Girl Killer
Troy Donahue,The Platinum Triangle
Troy Donahue,Hot Times at Montclair High
Troy Donahue,Dr. Alien
Troy Donahue,Assault of the Party Nerds
Troy Donahue,Terminal Force
Troy Donahue,Sounds of Silence
Troy Donahue,Blood Nasty
Troy Donahue,American Rampage
Troy Donahue,Deadly Spygames
Troy Donahue,The Chilling
Troy Donahue,Bad Blood
Troy Donahue,Monsters
Troy Donahue,Hard Rock Nightmare
Troy Donahue,Hawkeye
Troy Donahue,Deadly Prey
Troy Donahue,Hollywood Cop
Troy Donahue,The Drifting Classroom
Troy Donahue,Cyclone
Troy Donahue,Fight to Win
Troy Donahue,Low Blow
Troy Donahue,"Grandview, U.S.A."
Troy Donahue,Katy Caterpillar
Troy Donahue,"Lover, Come Back To Me"
Troy Donahue,Malibu
Troy Donahue,Tin Man
Troy Donahue,Matt Houston
Troy Donahue,Vega$
Troy Donahue,The Eddie Capra Mysteries
Troy Donahue,Mario Puzo's The Godfather: The Complete Novel for Television
Troy Donahue,Outrage
Troy Donahue,The Love Boat
Troy Donahue,CHiPs
Troy Donahue,The Legend of Frank Woods
Troy Donahue,The Hardy Boys / Nancy Drew Mysteries
Troy Donahue,Laverne & Shirley
Troy Donahue,Ellery Queen
Troy Donahue,The Godfather Part II
Troy Donahue,South Seas
Troy Donahue,Cockfighter
Troy Donahue,Seizure
Troy Donahue,Sweet Savior
Troy Donahue,The Phantom Gunslinger
Troy Donahue,The Lonely Profession
Troy Donahue,Split Second to an Epitaph
Troy Donahue,The Name of the Game
Troy Donahue,Jules Verne's Rocket to the Moon
Troy Donahue,Ironside
Troy Donahue,Come Spy with Me
Troy Donahue,My Blood Runs Cold
Troy Donahue,A Distant Trumpet
Troy Donahue,Palm Springs Weekend
Troy Donahue,The Patty Duke Show
Troy Donahue,Rome Adventure
Troy Donahue,Susan Slade
Troy Donahue,Parrish
Troy Donahue,Surfside 6
Troy Donahue,The Crowded Sky
Troy Donahue,A Summer Place
Troy Donahue,Hawaiian Eye
Troy Donahue,The Alaskans
Troy Donahue,Imitation of Life
Troy Donahue,Rawhide
Troy Donahue,Monster on the Campus
Troy Donahue,The Perfect Furlough
Troy Donahue,77 Sunset Strip
Troy Donahue,Bronco
Troy Donahue,Voice in the Mirror
Troy Donahue,Wild Heritage
Troy Donahue,This Happy Feeling
Troy Donahue,"Live Fast, Die Young"
Troy Donahue,Summer Love
Troy Donahue,The Monolith Monsters
Troy Donahue,The Tarnished Angels
Troy Donahue,Maverick
Troy Donahue,Sugarfoot
Troy Donahue,Man of a Thousand Faces
Amerigo Tot,Heart of a Dog
Amerigo Tot,The Godfather Part II
Amerigo Tot,Pulp
Amerigo Tot,Lady Caliph
Amerigo Tot,The Most Beautiful Wife
Amerigo Tot,The Degenerates
Amerigo Tot,Amerigo Tot
Amerigo Tot,"Listen, Let's Make Love"
Dominic Chianese,The Village
Dominic Chianese,Active Adults
Dominic Chianese,James Gandolfini: Tribute to a Friend
Dominic Chianese,The Family
Dominic Chianese,Mr. Popper's Penguins
Dominic Chianese,Blue Bloods
Dominic Chianese,The Last New Yorker
Dominic Chianese,Mayne Street
Dominic Chianese,Beyond Wiseguys: Italian Americans & the Movies
Dominic Chianese,Damages
Dominic Chianese,Adrift in Manhattan
Dominic Chianese,The Tony Danza Show
Dominic Chianese,King of the Corner
Dominic Chianese,When Will I Be Loved
Dominic Chianese,Crimes of Fashion
Dominic Chianese,Hope & Faith
Dominic Chianese,Unfaithful
Dominic Chianese,Under Hellgate Bridge
Dominic Chianese,Cradle Will Rock
Dominic Chianese,Inspector Montalbano
Dominic Chianese,The Sopranos
Dominic Chianese,Went to Coney Island on a Mission from God... Be Back by Five
Dominic Chianese,Night Falls on Manhattan
Dominic Chianese,Gotti
Dominic Chianese,If Lucy Fell
Dominic Chianese,The Night We Never Met
Dominic Chianese,The Public Eye
Dominic Chianese,Out for Justice
Dominic Chianese,Law & Order
Dominic Chianese,The Lost Capone
Dominic Chianese,Q & A
Dominic Chianese,Tales from the Darkside
Dominic Chianese,"Fort Apache, the Bronx"
Dominic Chianese,A Time for Miracles
Dominic Chianese,...And Justice for All
Dominic Chianese,Firepower
Dominic Chianese,On the Yard
Dominic Chianese,Fingers
Dominic Chianese,Mario Puzo's The Godfather: The Complete Novel for Television
Dominic Chianese,All the President's Men
Dominic Chianese,Dog Day Afternoon
Dominic Chianese,The Godfather Part II
Dominic Chianese,Kojak
Dominic Chianese,Fuzz
Leopoldo Trieste,Vitellonismo
Leopoldo Trieste,The Prince's Manuscript
Leopoldo Trieste,Marianna Ucrìa
Leopoldo Trieste,The Star Maker
Leopoldo Trieste,Law of Courage
Leopoldo Trieste,Journey of Love
Leopoldo Trieste,The Dark Sun
Leopoldo Trieste,I promessi sposi
Leopoldo Trieste,Cinema Paradiso
Leopoldo Trieste,Stray Days
Leopoldo Trieste,Don Bosco
Leopoldo Trieste,Il coraggio di parlare
Leopoldo Trieste,The Name of the Rose
Leopoldo Trieste,Momo
Leopoldo Trieste,Henry IV
Leopoldo Trieste,Fellini nel cestino
Leopoldo Trieste,Verdi
Leopoldo Trieste,Sick Love
Leopoldo Trieste,The Marquis of Grillo
Leopoldo Trieste,Flatfoot in Egypt
Leopoldo Trieste,The Black Stallion
Leopoldo Trieste,Caligula
Leopoldo Trieste,Noi lazzaroni
Leopoldo Trieste,Il giorno dell'Assunta
Leopoldo Trieste,Don Giovanni in Sicilia
Leopoldo Trieste,Origins of the Mafia
Leopoldo Trieste,Perdutamente tuo... mi firmo Macaluso Carmelo fu Giuseppe
Leopoldo Trieste,Hallucination Strip
Leopoldo Trieste,The Private Lesson
Leopoldo Trieste,Son tornate a fiorire le rose
Leopoldo Trieste,"Two hearts, a Chapel"
Leopoldo Trieste,A Virgin Named Mary
Leopoldo Trieste,L'ammazzatina
Leopoldo Trieste,The Barons
Leopoldo Trieste,The Godfather Part II
Leopoldo Trieste,The Tree with Pink Leaves
Leopoldo Trieste,Commissariato di notturna
Leopoldo Trieste,Amore mio non farmi male
Leopoldo Trieste,The Profiteer
Leopoldo Trieste,Fischia Il Sesso
Leopoldo Trieste,Le ultime lettere di Jacopo Ortis
Leopoldo Trieste,Don't Look Now
Leopoldo Trieste,The Lady Has Been Raped
Leopoldo Trieste,My Pleasure Is Your Pleasure
Leopoldo Trieste,Pulp
Leopoldo Trieste,"Even If I Wanted to Work, What Do I Do?"
Leopoldo Trieste,Una cavalla tutta nuda
Leopoldo Trieste,Master of Love
Leopoldo Trieste,Delusions of Grandeur
Leopoldo Trieste,Trastevere
Leopoldo Trieste,Web of Deception
Leopoldo Trieste,A Bay of Blood
Leopoldo Trieste,Vacation
Leopoldo Trieste,Touch and Go
Leopoldo Trieste,Stress
Leopoldo Trieste,The Golden Ass
Leopoldo Trieste,Una macchia rosa
Leopoldo Trieste,"Pussycat, Pussycat, I Love You"
Leopoldo Trieste,The Sicilian Clan
Leopoldo Trieste,Togli le gambe dal parabrezza
Leopoldo Trieste,The Secret of Santa Vittoria
Leopoldo Trieste,The Shoes of the Fisherman
Leopoldo Trieste,Be Sick… It's Free
Leopoldo Trieste,La famiglia Benvenuti
Leopoldo Trieste,Escalation
Leopoldo Trieste,Il marito è mio e l'ammazzo quando mi pare
Leopoldo Trieste,"On My Way to the Crusades, I Met a Girl Who..."
Leopoldo Trieste,Soldier's Girl
Leopoldo Trieste,Assicurasi vergine
Leopoldo Trieste,We Still Kill the Old Way
Leopoldo Trieste,People of Honor
Leopoldo Trieste,"Shoot Loud, Louder... I Don't Understand"
Leopoldo Trieste,A Matter of Honor
Leopoldo Trieste,"Weekend, Italian Style"
Leopoldo Trieste,A Maiden for the Prince
Leopoldo Trieste,The Double Bed
Leopoldo Trieste,Sedotti e bidonati
Leopoldo Trieste,White Voices
Leopoldo Trieste,F.B.I. Operation Baalbeck
Leopoldo Trieste,Via Veneto
Leopoldo Trieste,Seduced and Abandoned
Leopoldo Trieste,Il successo
Leopoldo Trieste,The Eye of the Needle
Leopoldo Trieste,Divorce Italian Style
Leopoldo Trieste,A Day for Lionhearts
Leopoldo Trieste,The Moralist
Leopoldo Trieste,Adventure in Capri
Leopoldo Trieste,Everyone's in Love
Leopoldo Trieste,I ragazzi dei Parioli
Leopoldo Trieste,City at Night
Leopoldo Trieste,A Farewell to Arms
Leopoldo Trieste,Il coraggio
Leopoldo Trieste,Destinazione Piovarolo
Leopoldo Trieste,Il padrone sono me
Leopoldo Trieste,A Hero of Our Times
Leopoldo Trieste,The Sign of Venus
Leopoldo Trieste,An American in Rome
Leopoldo Trieste,Where Is Freedom?
Leopoldo Trieste,A Day in Court
Leopoldo Trieste,Lo scocciatore
Leopoldo Trieste,I Vitelloni
Leopoldo Trieste,The White Sheik
Marianna Hill,Remington Steele
Marianna Hill,Schizoid
Marianna Hill,Blood Beach
Marianna Hill,Mario Puzo's The Godfather: The Complete Novel for Television
Marianna Hill,Relentless
Marianna Hill,"Quincy, M.E."
Marianna Hill,Death at Love House
Marianna Hill,The Astral Factor
Marianna Hill,S.W.A.T.
Marianna Hill,The Godfather Part II
Marianna Hill,"Those Mad, Mad Moviemakers"
Marianna Hill,Such Dust as Dreams Are Made On
Marianna Hill,Messiah of Evil
Marianna Hill,High Plains Drifter
Marianna Hill,The Baby
Marianna Hill,Kung Fu
Marianna Hill,Thumb Tripping
Marianna Hill,The Traveling Executioner
Marianna Hill,El Condor
Marianna Hill,Medium Cool
Marianna Hill,Mannix
Marianna Hill,The High Chaparral
Marianna Hill,Mission: Impossible
Marianna Hill,Jericho
Marianna Hill,Star Trek
Marianna Hill,"Paradise, Hawaiian Style"
Marianna Hill,Batman
Marianna Hill,Red Line 7000
Marianna Hill,The F.B.I.
Marianna Hill,The Wild Wild West
Marianna Hill,Hogan's Heroes
Marianna Hill,Run for Your Life
Marianna Hill,Roustabout
Marianna Hill,Daniel Boone
Marianna Hill,The New Interns
Marianna Hill,Burke's Law
Marianna Hill,Temple Houston
Marianna Hill,The Greatest Show on Earth
Marianna Hill,The Outer Limits
Marianna Hill,Arrest and Trial
Marianna Hill,Black Zoo
Marianna Hill,The Gallant Men
Marianna Hill,Going My Way
Marianna Hill,The Beachcomber
Marianna Hill,Married Too Young
Marianna Hill,Dr. Kildare
Marianna Hill,Miami Undercover
Marianna Hill,My Three Sons
Marianna Hill,The Tall Man
Marianna Hill,Tate
Marianna Hill,The Many Loves of Dobie Gillis
Marianna Hill,77 Sunset Strip
Marianna Hill,Perry Mason
Marianna Hill,Gunsmoke
Morgana King,A Brooklyn State of Mind
Morgana King,A Time to Remember
Morgana King,Deadly Intentions
Morgana King,Nunzio
Morgana King,Mario Puzo's The Godfather: The Complete Novel for Television
Morgana King,The Godfather Part II
Morgana King,The Godfather
Morgana King,The Danny Kaye Show
Morgana King,The Merv Griffin Show
Francesca De Sapio,The Ties
Francesca De Sapio,Tetro
Francesca De Sapio,L'inchiesta - Anno Domini XXXIII
Francesca De Sapio,The Final Inquiry
Francesca De Sapio,Il fuggiasco
Francesca De Sapio,Ferrari
Francesca De Sapio,Ferrari
Francesca De Sapio,Ultimo stadio
Francesca De Sapio,Pronto
Francesca De Sapio,The Eighteenth Angel
Francesca De Sapio,Look to the Sky
Francesca De Sapio,Blood Red
Francesca De Sapio,Witchfire
Francesca De Sapio,Desiderio
Francesca De Sapio,Matlosa
Francesca De Sapio,Sophia Loren: Her Own Story
Francesca De Sapio,Masoch
Francesca De Sapio,L'altra donna
Francesca De Sapio,Together?
Francesca De Sapio,Seeking Asylum
Francesca De Sapio,You Can't Go Home Again
Francesca De Sapio,Top Secret
Francesca De Sapio,Bye Bye Monkey
Francesca De Sapio,The Godfather Part II
Francesca De Sapio,Portnoy's Complaint
Frank Sivero,Ring of Death
Frank Sivero,Shortcut to Happiness
Frank Sivero,Truth Be Told
Frank Sivero,Little Nicky
Frank Sivero,Foolish
Frank Sivero,Urban Relics
Frank Sivero,The Wedding Singer
Frank Sivero,Possessed by the Night
Frank Sivero,The Painted Desert
Frank Sivero,Fist of Honor
Frank Sivero,Cop and ½
Frank Sivero,GoodFellas
Frank Sivero,Crossing the Mob
Frank Sivero,52 Pick-Up
Frank Sivero,Ruthless People
Frank Sivero,The Ratings Game
Frank Sivero,Fear City
Frank Sivero,Fighting Back
Frank Sivero,Going Ape!
Frank Sivero,Fyre
Frank Sivero,The Billion Dollar Hobo
Frank Sivero,"New York, New York"
Frank Sivero,The Selling of Vince D'Angelo
Frank Sivero,The Godfather Part II
Frank Sivero,The Gambler
Frank Sivero,The Godfather
Bruno Kirby,Played
Bruno Kirby,"'Good Morning, Vietnam': Production Diary"
Bruno Kirby,Helter Skelter
Bruno Kirby,Entourage
Bruno Kirby,The Jury
Bruno Kirby,One Eyed King
Bruno Kirby,American Tragedy
Bruno Kirby,Stuart Little
Bruno Kirby,Spy Games
Bruno Kirby,A Slipping Down Life
Bruno Kirby,Donnie Brasco
Bruno Kirby,Sleepers
Bruno Kirby,The Show Formerly Known as the Martin Short Show
Bruno Kirby,The Basketball Diaries
Bruno Kirby,Happily Ever After: Fairy Tales for Every Child
Bruno Kirby,Golden Gate
Bruno Kirby,Frasier
Bruno Kirby,Fallen Angels
Bruno Kirby,Homicide: Life on the Street
Bruno Kirby,Hoffa
Bruno Kirby,Mastergate
Bruno Kirby,Mad About You
Bruno Kirby,The Larry Sanders Show
Bruno Kirby,City Slickers
Bruno Kirby,The Freshman
Bruno Kirby,When Harry Met Sally...
Bruno Kirby,Tales from the Crypt
Bruno Kirby,We're No Angels
Bruno Kirby,"Bert Rigby, You're a Fool"
Bruno Kirby,"Good Morning, Vietnam"
Bruno Kirby,Tin Men
Bruno Kirby,It's Garry Shandling's Show
Bruno Kirby,Flesh + Blood
Bruno Kirby,Birdy
Bruno Kirby,This Is Spinal Tap
Bruno Kirby,Kiss My Grits
Bruno Kirby,Fame
Bruno Kirby,Modern Romance
Bruno Kirby,Hill Street Blues
Bruno Kirby,Likely Stories Vol. 1
Bruno Kirby,Borderline
Bruno Kirby,Where the Buffalo Roam
Bruno Kirby,Some Kind of Miracle
Bruno Kirby,Almost Summer
Bruno Kirby,Between the Lines
Bruno Kirby,Delvecchio
Bruno Kirby,Baby Blue Marine
Bruno Kirby,The Godfather Part II
Bruno Kirby,Cinderella Liberty
Bruno Kirby,Superdad
Bruno Kirby,A Summer Without Boys
Bruno Kirby,Kojak
Bruno Kirby,The Harrad Experiment
Bruno Kirby,All My Darling Daughters
Bruno Kirby,M*A*S*H
Bruno Kirby,The Super
Bruno Kirby,Emergency!
Bruno Kirby,The Young Graduates
Bruno Kirby,Room 222
Tom Rosqui,Defense Play
Tom Rosqui,Jessie
Tom Rosqui,Cheers
Tom Rosqui,Knight Rider
Tom Rosqui,The Night the City Screamed
Tom Rosqui,Act of Violence
Tom Rosqui,Archie Bunker's Place
Tom Rosqui,California Dreaming
Tom Rosqui,Lady of the House
Tom Rosqui,Diff'rent Strokes
Tom Rosqui,"Shame, Shame on the Bixby Boys"
Tom Rosqui,Mario Puzo's The Godfather: The Complete Novel for Television
Tom Rosqui,Heroes
Tom Rosqui,Lou Grant
Tom Rosqui,MacArthur
Tom Rosqui,Airport '77
Tom Rosqui,Code R
Tom Rosqui,Raid on Entebbe
Tom Rosqui,The Great Texas Dynamite Chase
Tom Rosqui,F. Scott Fitzgerald in Hollywood
Tom Rosqui,Dead Man on the Run
Tom Rosqui,The Godfather Part II
Tom Rosqui,The Rockford Files
Tom Rosqui,Police Woman
Tom Rosqui,Little House on the Prairie
Tom Rosqui,The Migrants
Tom Rosqui,The Connection
Tom Rosqui,The Streets of San Francisco
Tom Rosqui,The Godfather
Tom Rosqui,Great Performances
Tom Rosqui,A Memory of Two Mondays
Tom Rosqui,The Thomas Crown Affair
Tom Rosqui,Madigan
Tom Rosqui,N.Y.P.D.
Tom Rosqui,The Crazy-Quilt
Tom Rosqui,Days of Wine and Roses
Tom Rosqui,Hallmark Hall of Fame
Gastone Moschin,"Adolfo Celi, a Man for Two Worlds"
Gastone Moschin,"Sei forte, maestro"
Gastone Moschin,Don Matteo
Gastone Moschin,L'avvocato delle donne
Gastone Moschin,Porzus
Gastone Moschin,Non chiamarmi Omar
Gastone Moschin,Donne con le gonne
Gastone Moschin,"Rimini, Rimini: A Year Later"
Gastone Moschin,How Long Is the Adventure
Gastone Moschin,A Thorn in the Heart
Gastone Moschin,My Friends Act III
Gastone Moschin,"A Joke of Destiny, Lying in Wait Around the Corner Like a Bandit"
Gastone Moschin,My Friends Act II
Gastone Moschin,"Amor es... veneno, Carlota"
Gastone Moschin,Pájaros de ciudad
Gastone Moschin,Lion of the Desert
Gastone Moschin,La compagna di viaggio
Gastone Moschin,Si salvi chi vuole
Gastone Moschin,The Fantastic Tales of Edgar Allan Poe
Gastone Moschin,Magnum Cop
Gastone Moschin,Mario Puzo's The Godfather: The Complete Novel for Television
Gastone Moschin,Wifemistress
Gastone Moschin,The Fatal Eggs
Gastone Moschin,A Woman at Her Window
Gastone Moschin,My Friends
Gastone Moschin,The Godfather Part II
Gastone Moschin,Commissariato di notturna
Gastone Moschin,Emergency Squad
Gastone Moschin,The Voyage Into the Whirlpool Has Begun
Gastone Moschin,Erotomania
Gastone Moschin,The Assassination of Matteotti
Gastone Moschin,The Sensuous Sicilian
Gastone Moschin,"Incensurato, provata disonestà, carriera assicurata cercasi"
Gastone Moschin,Fiorina the Cow
Gastone Moschin,Don Camillo and the Contestants
Gastone Moschin,Cause of Divorce
Gastone Moschin,Caliber 9
Gastone Moschin,The Sicilian Checkmate
Gastone Moschin,Roma bene
Gastone Moschin,"Stanza 17-17 palazzo delle tasse, ufficio imposte"
Gastone Moschin,Mio padre Monsignore
Gastone Moschin,"Io non vedo, tu non parli, lui non sente"
Gastone Moschin,The Conformist
Gastone Moschin,Ninì Tirabusciò:  The Woman Who Invented the Move
Gastone Moschin,The Weekend Murders
Gastone Moschin,Mr. Superinvisible
Gastone Moschin,The Specialists
Gastone Moschin,Where Are You Going All Naked?
Gastone Moschin,Sissignore
Gastone Moschin,Il Giardino dei Ciliegi
Gastone Moschin,La moglie giapponese
Gastone Moschin,Seven Times Seven
Gastone Moschin,Italian Secret Service
Gastone Moschin,The Harem
Gastone Moschin,Night Is Made for Stealing
Gastone Moschin,Du mou dans la gâchette
Gastone Moschin,Diamonds Are a Man's Best Friend
Gastone Moschin,Seasons of Our Love
Gastone Moschin,"The Birds, the Bees and the Italians"
Gastone Moschin,Seven Golden Men Strike Again
Gastone Moschin,Top Crack
Gastone Moschin,Seven Golden Men
Gastone Moschin,Spy in Your Eye
Gastone Moschin,100 Horsemen
Gastone Moschin,Extraconiugale
Gastone Moschin,Gentlemen of the Night
Gastone Moschin,Love in Four Dimensions
Gastone Moschin,The Betrothed
Gastone Moschin,The Visitor
Gastone Moschin,Il successo
Gastone Moschin,The Reunion
Gastone Moschin,The Scapegoat
Gastone Moschin,Il mulino del Po
Gastone Moschin,Sex Can Be Difficult
Gastone Moschin,Roaring Years
Gastone Moschin,Pigeon Shoot
Gastone Moschin,The Joy of Living
Gastone Moschin,Fiasco in Milan
Gastone Moschin,The Rival
Richard Bright,The Jury
Richard Bright,Dead Dog
Richard Bright,Law & Order: Criminal Intent
Richard Bright,Trigger Happy
Richard Bright,100 Centre Street
Richard Bright,Broke Even
Richard Bright,Third Watch
Richard Bright,Law & Order: Special Victims Unit
Richard Bright,The Sopranos
Richard Bright,All Revved Up
Richard Bright,Anima
Richard Bright,Oz
Richard Bright,Calm at Sunset
Richard Bright,Night Falls on Manhattan
Richard Bright,Beautiful Girls
Richard Bright,Pictures of Baby Jane Doe
Richard Bright,Who Do I Gotta Kill?
Richard Bright,The Ref
Richard Bright,Who's the Man?
Richard Bright,The Godfather Part III
Richard Bright,Law & Order
Richard Bright,The Ambulance
Richard Bright,Ghoul School
Richard Bright,The Verne Miller Story
Richard Bright,Red Heat
Richard Bright,Time Out
Richard Bright,Jake and the Fatman
Richard Bright,Houston Knights
Richard Bright,Brighton Beach Memoirs
Richard Bright,The Penalty Phase
Richard Bright,There Must Be a Pony
Richard Bright,The Equalizer
Richard Bright,Cut and Run
Richard Bright,Crimewave
Richard Bright,Brass
Richard Bright,Once Upon a Time in America
Richard Bright,Vigilante
Richard Bright,Two of a Kind
Richard Bright,Girls Nite Out
Richard Bright,Fame
Richard Bright,Falcon Crest
Richard Bright,Sizzle
Richard Bright,Hill Street Blues
Richard Bright,The Idolmaker
Richard Bright,Skag
Richard Bright,Hair
Richard Bright,From Here to Eternity
Richard Bright,On the Yard
Richard Bright,Cops and Robin
Richard Bright,Mario Puzo's The Godfather: The Complete Novel for Television
Richard Bright,Looking for Mr. Goodbar
Richard Bright,Citizens Band
Richard Bright,Marathon Man
Richard Bright,Delvecchio
Richard Bright,Rancho Deluxe
Richard Bright,The Godfather Part II
Richard Bright,The Gun
Richard Bright,Bring Me the Head of Alfredo Garcia
Richard Bright,The Sugarland Express
Richard Bright,Pat Garrett & Billy the Kid
Richard Bright,The Connection
Richard Bright,The Getaway
Richard Bright,The Godfather
Richard Bright,A Death of Innocence
Richard Bright,The Panic in Needle Park
Richard Bright,Somerset
Richard Bright,Lions Love
Richard Bright,Freedom to Love
Richard Bright,The Defenders
Richard Bright,Odds Against Tomorrow
Richard Bright,Studio One
G. D. Spradlin,Dick
G. D. Spradlin,The Long Kiss Goodnight
G. D. Spradlin,Dark Skies
G. D. Spradlin,Riders of the Purple Sage
G. D. Spradlin,Nick of Time
G. D. Spradlin,Canadian Bacon
G. D. Spradlin,Ed Wood
G. D. Spradlin,Clifford
G. D. Spradlin,Telling Secrets
G. D. Spradlin,Intruders
G. D. Spradlin,Cruel Doubt
G. D. Spradlin,Carolina Skeletons
G. D. Spradlin,Shoot First: A Cop's Vengeance
G. D. Spradlin,The War of the Roses
G. D. Spradlin,War and Remembrance
G. D. Spradlin,"Nutcracker: Money, Madness & Murder"
G. D. Spradlin,Houston: The Legend of Texas
G. D. Spradlin,Resting Place
G. D. Spradlin,Call to Glory
G. D. Spradlin,Tank
G. D. Spradlin,The Lords of Discipline
G. D. Spradlin,Wrong Is Right
G. D. Spradlin,The Greatest American Hero
G. D. Spradlin,The Formula
G. D. Spradlin,The Jayne Mansfield Story
G. D. Spradlin,Apocalypse Now
G. D. Spradlin,North Dallas Forty
G. D. Spradlin,And I Alone Survived
G. D. Spradlin,Maneaters Are Loose!
G. D. Spradlin,Mario Puzo's The Godfather: The Complete Novel for Television
G. D. Spradlin,The Trial of Lee Harvey Oswald
G. D. Spradlin,MacArthur
G. D. Spradlin,One on One
G. D. Spradlin,The November Plan
G. D. Spradlin,City of Angels
G. D. Spradlin,Judgment: The Court Martial of Lieutenant William Calley
G. D. Spradlin,The Godfather Part II
G. D. Spradlin,Kung Fu
G. D. Spradlin,Search
G. D. Spradlin,The Only Way Home
G. D. Spradlin,Columbo
G. D. Spradlin,The Hunting Party
G. D. Spradlin,Who Killed the Mysterious Mr. Foster?
G. D. Spradlin,Alias Smith and Jones
G. D. Spradlin,Monte Walsh
G. D. Spradlin,Dial Hot Line
G. D. Spradlin,Zabriskie Point
G. D. Spradlin,Tora! Tora! Tora!
G. D. Spradlin,Hell's Angels '69
G. D. Spradlin,Number One
G. D. Spradlin,The Outsider
G. D. Spradlin,It Takes a Thief
G. D. Spradlin,Will Penny
G. D. Spradlin,Mannix
G. D. Spradlin,Cimarron Strip
G. D. Spradlin,Pistols 'n' Petticoats
G. D. Spradlin,The Big Valley
G. D. Spradlin,Bob Hope Presents the Chrysler Theatre
G. D. Spradlin,Bonanza
G. D. Spradlin,Hallmark Hall of Fame
Michael V. Gazzo,Nothing to Lose
Michael V. Gazzo,Last Action Hero
Michael V. Gazzo,Ring of the Musketeers
Michael V. Gazzo,Cookie
Michael V. Gazzo,Jake and the Fatman
Michael V. Gazzo,Blood Ties
Michael V. Gazzo,L.A. Law
Michael V. Gazzo,Fear City
Michael V. Gazzo,Cannonball Run II
Michael V. Gazzo,Sudden Impact
Michael V. Gazzo,The Winter of Our Discontent
Michael V. Gazzo,Cagney & Lacey
Michael V. Gazzo,Sizzle
Michael V. Gazzo,Darkroom
Michael V. Gazzo,The Fall Guy
Michael V. Gazzo,Back Roads
Michael V. Gazzo,"Magnum, P.I."
Michael V. Gazzo,Hoodlums
Michael V. Gazzo,The Border
Michael V. Gazzo,Alligator
Michael V. Gazzo,Cuba Crossing
Michael V. Gazzo,"Beggarman, Thief"
Michael V. Gazzo,The Fish That Saved Pittsburgh
Michael V. Gazzo,Beach Patrol
Michael V. Gazzo,Love and Bullets
Michael V. Gazzo,King of the Gypsies
Michael V. Gazzo,Vega$
Michael V. Gazzo,Fingers
Michael V. Gazzo,Mario Puzo's The Godfather: The Complete Novel for Television
Michael V. Gazzo,Lucan
Michael V. Gazzo,Black Sunday
Michael V. Gazzo,Alice
Michael V. Gazzo,Brinks: The Great Robbery
Michael V. Gazzo,Ellery Queen
Michael V. Gazzo,Starsky & Hutch
Michael V. Gazzo,Switch
Michael V. Gazzo,Baretta
Michael V. Gazzo,The Godfather Part II
Michael V. Gazzo,Crazy Joe
Michael V. Gazzo,Kojak
Michael V. Gazzo,The Gang That Couldn't Shoot Straight
Michael V. Gazzo,Columbo
Michael V. Gazzo,Medical Center
Michael V. Gazzo,The Defenders
Michael V. Gazzo,On the Waterfront
Michael V. Gazzo,Hallmark Hall of Fame
Michael V. Gazzo,Robert Montgomery Presents
Lee Strasberg,Becoming Al Pacino
Lee Strasberg,Lee Strasberg: The Method Man
Lee Strasberg,Broadway's Dreamers: The Legacy of the Group Theatre
Lee Strasberg,Night of 100 Stars
Lee Strasberg,Skokie
Lee Strasberg,Going in Style
Lee Strasberg,Boardwalk
Lee Strasberg,...And Justice for All
Lee Strasberg,The Last Tenant
Lee Strasberg,Mario Puzo's The Godfather: The Complete Novel for Television
Lee Strasberg,The Cassandra Crossing
Lee Strasberg,The Godfather Part II
Lee Strasberg,Jane
Lee Strasberg,The Gun Runners
Lee Strasberg,China Venture
Talia Shire,Megalopolis
Talia Shire,The Making of Rocky vs. Drago by Sylvester Stallone
Talia Shire,"Stallone: Frank, That Is"
Talia Shire,Working Man
Talia Shire,Con Man
Talia Shire,John G. Avildsen: King of the Underdogs
Talia Shire,The Family Whistle
Talia Shire,Dreamland
Talia Shire,Palo Alto
Talia Shire,PIzza with Bullets
Talia Shire,The Godfather Legacy
Talia Shire,The Rocky Saga: Going the Distance
Talia Shire,The Return of Joe Rich
Talia Shire,The Deported
Talia Shire,Neighbors from Hell
Talia Shire,My Father's Will
Talia Shire,Dim Sum Funeral
Talia Shire,Looking for Palladin
Talia Shire,Christmas at Cadillac Jack's
Talia Shire,Homo Erectus
Talia Shire,Nora Roberts' Blue Smoke
Talia Shire,In the Ring
Talia Shire,Film Noir: Bringing Darkness to Light
Talia Shire,Molls and Dolls: The Women of Gangster Films
Talia Shire,Morality and the Code: A How-to Manual for Hollywood
Talia Shire,Sylvester Stallone Bio.
Talia Shire,I ♥ Huckabees
Talia Shire,Kiss The Bride
Talia Shire,The Visit
Talia Shire,The Whole Shebang
Talia Shire,Lured Innocence
Talia Shire,Palmer's Pick Up
Talia Shire,The Landlady
Talia Shire,Divorce: A Contemporary Western
Talia Shire,Path of Dreams
Talia Shire,Born Into Exile
Talia Shire,Sports on the Silver Screen
Talia Shire,River Made to Drown In
Talia Shire,Deadfall
Talia Shire,Chantilly Lace
Talia Shire,The Godfather Trilogy: 1901-1980
Talia Shire,Cold Heaven
Talia Shire,"For Richer, for Poorer"
Talia Shire,Mark Twain and Me
Talia Shire,Bed & Breakfast
